"","ad_id","campaign_id","age","gender","interest","Impressions","Clicks","Spent","Total_Conversion","Approved_Conversion","CTR","CPC","CostPerConv_Total","CostPerConv_Approved","CPM"
"601",1121254,1178,32,0,63,124005,11,21.84999979,4,1,0.0089,1.9864,5.4625,21.85,0.18
"602",1121255,1178,32,0,63,20423,1,1.960000038,1,0,0.0049,1.96,1.96,1.960000038,0.1
"603",1121261,1178,32,0,64,103001,14,22.32000005,1,0,0.0136,1.5943,22.32,22.32000005,0.22
"604",1121262,1178,32,0,64,447420,66,110.2399991,7,2,0.0148,1.6703,15.7486,55.12,0.25
"605",1121263,1178,32,0,64,156101,19,29.75000048,2,2,0.0122,1.5658,14.875,14.875,0.19
"606",1121264,1178,32,0,64,93015,12,18.47000015,1,0,0.0129,1.5392,18.47,18.47000015,0.2
"607",1121265,1178,32,0,65,145398,23,36.24000025,1,0,0.0158,1.5757,36.24,36.24000025,0.25
"608",1121269,1178,32,0,65,296413,50,76.43999958,3,1,0.0169,1.5288,25.48,76.44,0.26
"609",1121273,1178,32,0,2,9370,0,0,1,1,0,0,0,0,0
"610",1121274,1178,32,0,2,63785,7,11.80000019,6,2,0.011,1.6857,1.9667,5.9,0.18
"611",1121275,1178,32,0,2,118522,14,26.81999981,2,1,0.0118,1.9157,13.41,26.82,0.23
"612",1121276,1178,32,0,2,240123,38,65.67000115,5,4,0.0158,1.7282,13.134,16.4175,0.27
"613",1121277,1178,32,0,7,169108,20,32.24000025,2,1,0.0118,1.612,16.12,32.24,0.19
"614",1121278,1178,32,0,7,1044442,142,245.5999999,22,8,0.0136,1.7296,11.1636,30.7,0.24
"615",1121279,1178,32,0,7,93891,11,17.6400001,5,3,0.0117,1.6036,3.528,5.88,0.19
"616",1121282,1178,32,0,7,185823,25,38.54999936,4,1,0.0135,1.542,9.6375,38.55,0.21
"617",1121284,1178,32,0,66,175631,23,40.75999951,1,0,0.0131,1.7722,40.76,40.75999951,0.23
"618",1121285,1178,32,0,66,37187,4,6.370000005,1,0,0.0108,1.5925,6.37,6.370000005,0.17
"619",1121286,1178,32,0,66,10991,0,0,1,0,0,0,0,0,0
"620",1121287,1178,32,0,66,344618,51,89.76000047,3,1,0.0148,1.76,29.92,89.76,0.26
"621",1121289,1178,37,0,10,98066,9,16.1500001,1,0,0.0092,1.7944,16.15,16.1500001,0.16
"622",1121290,1178,37,0,10,770749,100,189.1299984,13,3,0.013,1.8913,14.5485,63.0433,0.25
"623",1121291,1178,37,0,10,52553,5,8.529999852,1,0,0.0095,1.706,8.53,8.529999852,0.16
"624",1121292,1178,37,0,10,362296,39,67.77000129,7,3,0.0108,1.7377,9.6814,22.59,0.19
"625",1121293,1178,37,0,10,427729,50,96.8999989,4,1,0.0117,1.938,24.225,96.9,0.23
"626",1121296,1178,37,0,15,180351,21,37.13000011,1,1,0.0116,1.7681,37.13,37.13,0.21
"627",1121297,1178,37,0,15,187329,29,53.15999961,2,1,0.0155,1.8331,26.58,53.16,0.28
"628",1121300,1178,37,0,15,782894,118,192.9299995,5,2,0.0151,1.635,38.586,96.465,0.25
"629",1121302,1178,37,0,16,1206533,128,236.1199988,17,6,0.0106,1.8447,13.8894,39.3533,0.2
"630",1121303,1178,37,0,16,84494,7,12.57000017,2,0,0.0083,1.7957,6.285,12.57000017,0.15
"631",1121304,1178,37,0,16,94257,7,12.5800004,1,1,0.0074,1.7971,12.58,12.58,0.13
"632",1121309,1178,37,0,18,131060,16,28.04999959,2,1,0.0122,1.7531,14.025,28.05,0.21
"633",1121310,1178,37,0,18,341603,50,83.48000121,4,2,0.0146,1.6696,20.87,41.74,0.24
"634",1121311,1178,37,0,18,140749,19,30.4799999,1,1,0.0135,1.6042,30.48,30.48,0.22
"635",1121312,1178,37,0,18,102525,13,20.29999983,2,1,0.0127,1.5615,10.15,20.3,0.2
"636",1121316,1178,37,0,19,447952,68,131.5799983,8,1,0.0152,1.935,16.4475,131.58,0.29
"637",1121317,1178,37,0,19,76355,9,14.62999988,2,0,0.0118,1.6256,7.315,14.62999988,0.19
"638",1121319,1178,37,0,20,256598,38,64.46999931,6,1,0.0148,1.6966,10.745,64.47,0.25
"639",1121321,1178,37,0,20,127476,21,30.15000057,3,2,0.0165,1.4357,10.05,15.075,0.24
"640",1121322,1178,37,0,20,237603,37,62.25000024,5,2,0.0156,1.6824,12.45,31.125,0.26
"641",1121327,1178,37,0,21,271091,42,78.03999984,3,1,0.0155,1.8581,26.0133,78.04,0.29
"642",1121330,1178,37,0,21,21743,2,3.400000095,1,0,0.0092,1.7,3.4,3.400000095,0.16
"643",1121333,1178,37,0,22,88970,10,14.8300004,2,0,0.0112,1.483,7.415,14.8300004,0.17
"644",1121334,1178,37,0,22,108362,13,22.42999983,1,1,0.012,1.7254,22.43,22.43,0.21
"645",1121335,1178,37,0,22,188596,27,44.14000034,3,0,0.0143,1.6348,14.7133,44.14000034,0.23
"646",1121336,1178,37,0,22,275080,43,69.65999997,4,3,0.0156,1.62,17.415,23.22,0.25
"647",1121337,1178,37,0,23,64647,10,16.26999998,1,0,0.0155,1.627,16.27,16.26999998,0.25
"648",1121338,1178,37,0,23,31265,4,5.789999902,1,0,0.0128,1.4475,5.79,5.789999902,0.19
"649",1121340,1178,37,0,23,140147,24,42.08000016,2,0,0.0171,1.7533,21.04,42.08000016,0.3
"650",1121341,1178,37,0,23,223120,40,67.66999984,1,0,0.0179,1.6917,67.67,67.66999984,0.3
"651",1121342,1178,37,0,23,104869,18,34.07000089,1,0,0.0172,1.8928,34.07,34.07000089,0.32
"652",1121344,1178,37,0,24,165177,23,41.71999967,4,1,0.0139,1.8139,10.43,41.72,0.25
"653",1121345,1178,37,0,24,84194,11,19.56999981,1,0,0.0131,1.7791,19.57,19.56999981,0.23
"654",1121347,1178,37,0,24,220581,31,57.37,1,1,0.0141,1.8506,57.37,57.37,0.26
"655",1121350,1178,37,0,25,75804,10,17.36999965,2,1,0.0132,1.737,8.685,17.37,0.23
"656",1121352,1178,37,0,25,368986,59,100.289999,0,0,0.016,1.6998,100.289999,100.289999,0.27
"657",1121353,1178,37,0,25,28194,3,3.709999919,2,0,0.0106,1.2367,1.855,3.709999919,0.13
"658",1121355,1178,37,0,26,99961,14,23.2099998,1,0,0.014,1.6579,23.21,23.2099998,0.23
"659",1121359,1178,37,0,26,7573,0,0,1,0,0,0,0,0,0
"660",1121361,1178,37,0,27,685781,103,177.8899992,10,1,0.015,1.7271,17.789,177.89,0.26
"661",1121364,1178,37,0,27,274222,43,66.7700001,2,1,0.0157,1.5528,33.385,66.77,0.24
"662",1121365,1178,37,0,27,110503,25,32.67999995,4,0,0.0226,1.3072,8.17,32.67999995,0.3
"663",1121367,1178,37,0,28,1447755,233,420.5799983,11,8,0.0161,1.8051,38.2345,52.5725,0.29
"664",1121368,1178,37,0,28,358987,52,87.55000067,1,0,0.0145,1.6837,87.55,87.55000067,0.24
"665",1121369,1178,37,0,28,826205,125,232.3700008,5,1,0.0151,1.859,46.474,232.37,0.28
"666",1121370,1178,37,0,28,550954,84,150.1400012,3,0,0.0152,1.7874,50.0467,150.1400012,0.27
"667",1121372,1178,37,0,28,378350,55,96.48000073,4,0,0.0145,1.7542,24.12,96.48000073,0.26
"668",1121373,1178,37,0,29,492784,56,95.5100013,7,4,0.0114,1.7055,13.6443,23.8775,0.19
"669",1121374,1178,37,0,29,327158,43,72.3100003,6,2,0.0131,1.6816,12.0517,36.155,0.22
"670",1121375,1178,37,0,29,9921,0,0,1,0,0,0,0,0,0
"671",1121377,1178,37,0,29,59390,5,9.209999919,5,3,0.0084,1.842,1.842,3.07,0.16
"672",1121378,1178,37,0,29,1040330,147,254.2500038,13,2,0.0141,1.7296,19.5577,127.125,0.24
"673",1121379,1178,37,0,30,49422,6,11.17000031,1,0,0.0121,1.8617,11.17,11.17000031,0.23
"674",1121380,1178,37,0,30,131091,18,34.23000026,3,1,0.0137,1.9017,11.41,34.23,0.26
"675",1121381,1178,37,0,30,95691,15,25.26000011,1,1,0.0157,1.684,25.26,25.26,0.26
"676",1121390,1178,37,0,31,15513,1,1.289999962,1,0,0.0064,1.29,1.29,1.289999962,0.08
"677",1121391,1178,37,0,32,382537,63,113.9900012,4,3,0.0165,1.8094,28.4975,37.9967,0.3
"678",1121394,1178,37,0,32,461356,64,121.0999982,6,3,0.0139,1.8922,20.1833,40.3667,0.26
"679",1121395,1178,37,0,32,392541,53,98.70000017,3,2,0.0135,1.8623,32.9,49.35,0.25
"680",1121398,1178,37,0,36,35088,5,8.800000072,1,1,0.0142,1.76,8.8,8.8,0.25
"681",1121400,1178,37,0,36,53933,6,9.929999948,3,1,0.0111,1.655,3.31,9.93,0.18
"682",1121403,1178,37,0,63,228861,33,53.38999939,4,2,0.0144,1.6179,13.3475,26.695,0.23
"683",1121405,1178,37,0,63,20959,2,3.769999981,1,1,0.0095,1.885,3.77,3.77,0.18
"684",1121410,1178,37,0,64,24992,2,3.190000057,1,0,0.008,1.595,3.19,3.190000057,0.13
"685",1121411,1178,37,0,64,100351,15,24.17999995,2,1,0.0149,1.612,12.09,24.18,0.24
"686",1121412,1178,37,0,64,292448,43,76.89999968,2,1,0.0147,1.7884,38.45,76.9,0.26
"687",1121413,1178,37,0,64,65060,7,14.5200001,1,1,0.0108,2.0743,14.52,14.52,0.22
"688",1121414,1178,37,0,64,133316,21,36.17000055,2,0,0.0158,1.7224,18.085,36.17000055,0.27
"689",1121415,1178,37,0,65,113501,26,38.44000077,5,4,0.0229,1.4785,7.688,9.61,0.34
"690",1121418,1178,37,0,65,192810,41,61.92999995,4,3,0.0213,1.5105,15.4825,20.6433,0.32
"691",1121421,1178,37,0,2,233404,43,70.4100008,2,1,0.0184,1.6374,35.205,70.41,0.3
"692",1121422,1178,37,0,2,128843,24,37.5999999,2,0,0.0186,1.5667,18.8,37.5999999,0.29
"693",1121423,1178,37,0,2,63564,12,20.59000027,2,0,0.0189,1.7158,10.295,20.59000027,0.32
"694",1121425,1178,37,0,2,85970,14,24.78000021,1,1,0.0163,1.77,24.78,24.78,0.29
"695",1121428,1178,37,0,7,131232,16,29.53999937,1,1,0.0122,1.8462,29.54,29.54,0.23
"696",1121429,1178,37,0,7,152454,22,37.84999979,1,1,0.0144,1.7205,37.85,37.85,0.25
"697",1121430,1178,37,0,7,28989,2,2.290000021,1,0,0.0069,1.145,2.29,2.290000021,0.08
"698",1121433,1178,37,0,66,80248,15,24.1900003,1,1,0.0187,1.6127,24.19,24.19,0.3
"699",1121437,1178,37,0,66,38580,5,8.519999981,1,0,0.013,1.704,8.52,8.519999981,0.22
"700",1121439,1178,42,0,10,621591,91,163.36,5,1,0.0146,1.7952,32.672,163.36,0.26
"701",1121440,1178,42,0,10,250499,36,58.14000005,3,1,0.0144,1.615,19.38,58.14,0.23
"702",1121442,1178,42,0,10,131637,18,29.30999982,2,1,0.0137,1.6283,14.655,29.31,0.22
"703",1121443,1178,42,0,10,463813,69,116.3399996,4,2,0.0149,1.6861,29.085,58.17,0.25
"704",1121444,1178,42,0,10,211767,35,60.89999914,5,1,0.0165,1.74,12.18,60.9,0.29
"705",1121446,1178,42,0,15,163181,26,40.02000093,1,1,0.0159,1.5392,40.02,40.02,0.25
"706",1121451,1178,42,0,16,1117385,147,260.0699984,11,2,0.0132,1.7692,23.6427,130.035,0.23
"707",1121452,1178,42,0,16,1663441,205,359.4700001,17,6,0.0123,1.7535,21.1453,59.9117,0.22
"708",1121453,1178,42,0,16,455248,54,105.7099996,5,2,0.0119,1.9576,21.142,52.855,0.23
"709",1121454,1178,42,0,16,75589,6,10.66000009,1,1,0.0079,1.7767,10.66,10.66,0.14
"710",1121455,1178,42,0,16,594267,82,143.3000009,3,2,0.0138,1.7476,47.7667,71.65,0.24
"711",1121456,1178,42,0,16,315281,35,65.02999854,1,0,0.0111,1.858,65.03,65.02999854,0.21
"712",1121464,1178,42,0,19,363456,71,117.5599997,7,1,0.0195,1.6558,16.7943,117.56,0.32
"713",1121466,1178,42,0,19,438983,81,143.4300001,3,1,0.0185,1.7707,47.81,143.43,0.33
"714",1121467,1178,42,0,19,42563,5,9.659999847,1,1,0.0117,1.932,9.66,9.66,0.23
"715",1121469,1178,42,0,20,399035,75,124.7999995,7,3,0.0188,1.664,17.8286,41.6,0.31
"716",1121471,1178,42,0,20,304680,59,98.55000019,3,0,0.0194,1.6703,32.85,98.55000019,0.32
"717",1121472,1178,42,0,20,140596,23,40.77000022,1,0,0.0164,1.7726,40.77,40.77000022,0.29
"718",1121473,1178,42,0,20,439986,80,134.8799999,4,3,0.0182,1.686,33.72,44.96,0.31
"719",1121474,1178,42,0,20,75803,11,19.3599999,2,2,0.0145,1.76,9.68,9.68,0.26
"720",1121477,1178,42,0,21,7073,0,0,1,0,0,0,0,0,0
"721",1121481,1178,42,0,22,153586,28,43.01000035,2,0,0.0182,1.5361,21.505,43.01000035,0.28
"722",1121482,1178,42,0,22,180815,31,42.62999976,1,0,0.0171,1.3752,42.63,42.62999976,0.24
"723",1121483,1178,42,0,22,253169,51,75.78999984,1,0,0.0201,1.4861,75.79,75.78999984,0.3
"724",1121484,1178,42,0,22,34453,5,7.710000038,1,1,0.0145,1.542,7.71,7.71,0.22
"725",1121487,1178,42,0,23,51550,8,14.03999984,1,0,0.0155,1.755,14.04,14.03999984,0.27
"726",1121489,1178,42,0,23,110018,24,39.85999966,1,0,0.0218,1.6608,39.86,39.85999966,0.36
"727",1121493,1178,42,0,24,137584,21,36.77999961,1,0,0.0153,1.7514,36.78,36.77999961,0.27
"728",1121497,1178,42,0,24,209825,30,54.86999953,1,0,0.0143,1.829,54.87,54.86999953,0.26
"729",1121499,1178,42,0,25,264222,63,87.7899996,1,1,0.0238,1.3935,87.79,87.79,0.33
"730",1121510,1178,42,0,26,31202,5,6.730000019,1,0,0.016,1.346,6.73,6.730000019,0.22
"731",1121511,1178,42,0,27,252991,49,76.83999932,3,0,0.0194,1.5682,25.6133,76.83999932,0.3
"732",1121514,1178,42,0,27,56265,9,15.53999972,1,0,0.016,1.7267,15.54,15.53999972,0.28
"733",1121523,1178,42,0,29,76923,11,17.67000008,2,2,0.0143,1.6064,8.835,8.835,0.23
"734",1121524,1178,42,0,29,209332,30,49.60000014,3,1,0.0143,1.6533,16.5333,49.6,0.24
"735",1121525,1178,42,0,29,214094,31,53.26999903,1,0,0.0145,1.7184,53.27,53.26999903,0.25
"736",1121526,1178,42,0,29,526209,85,126.9299996,3,2,0.0162,1.4933,42.31,63.465,0.24
"737",1121527,1178,42,0,29,741143,120,179.620001,4,1,0.0162,1.4968,44.905,179.62,0.24
"738",1121528,1178,42,0,29,172827,25,38.42000043,2,0,0.0145,1.5368,19.21,38.42000043,0.22
"739",1121530,1178,42,0,30,188873,38,58.5999999,1,1,0.0201,1.5421,58.6,58.6,0.31
"740",1121532,1178,42,0,30,123126,25,39.72999978,2,1,0.0203,1.5892,19.865,39.73,0.32
"741",1121535,1178,42,0,31,77794,14,19.11000001,1,1,0.018,1.365,19.11,19.11,0.25
"742",1121541,1178,42,0,32,56630,9,15.81000018,1,1,0.0159,1.7567,15.81,15.81,0.28
"743",1121544,1178,42,0,32,400844,85,140.9700022,4,2,0.0212,1.6585,35.2425,70.485,0.35
"744",1121545,1178,42,0,32,208572,36,60.76000023,2,1,0.0173,1.6878,30.38,60.76,0.29
"745",1121548,1178,42,0,36,59004,8,13.51000011,1,0,0.0136,1.6888,13.51,13.51000011,0.23
"746",1121551,1178,42,0,36,196253,32,55.10000002,1,0,0.0163,1.7219,55.1,55.10000002,0.28
"747",1121554,1178,42,0,63,51858,8,12.63000011,1,1,0.0154,1.5788,12.63,12.63,0.24
"748",1121557,1178,42,0,63,280764,49,81.36000025,2,1,0.0175,1.6604,40.68,81.36,0.29
"749",1121561,1178,42,0,64,63660,11,16.47000003,1,1,0.0173,1.4973,16.47,16.47,0.26
"750",1121562,1178,42,0,64,109289,19,31.02999997,1,0,0.0174,1.6332,31.03,31.02999997,0.28
"751",1121568,1178,42,0,65,188440,40,60.72999966,2,1,0.0212,1.5182,30.365,60.73,0.32
"752",1121571,1178,42,0,2,212496,44,74.83000135,2,1,0.0207,1.7007,37.415,74.83,0.35
"753",1121572,1178,42,0,2,32574,5,7.480000019,1,0,0.0153,1.496,7.48,7.480000019,0.23
"754",1121575,1178,42,0,2,128595,23,36.4800005,1,1,0.0179,1.5861,36.48,36.48,0.28
"755",1121577,1178,42,0,7,242234,48,68.06000054,2,0,0.0198,1.4179,34.03,68.06000054,0.28
"756",1121584,1178,42,0,66,33154,5,7.879999995,1,1,0.0151,1.576,7.88,7.88,0.24
"757",1121585,1178,42,0,66,9773,1,1.460000038,1,0,0.0102,1.46,1.46,1.460000038,0.15
"758",1121589,1178,47,0,10,464036,77,123.5500004,3,1,0.0166,1.6045,41.1833,123.55,0.27
"759",1121590,1178,47,0,10,478480,75,135.7500012,3,1,0.0157,1.81,45.25,135.75,0.28
"760",1121592,1178,47,0,10,428812,66,116.8800001,4,2,0.0154,1.7709,29.22,58.44,0.27
"761",1121593,1178,47,0,10,1177535,221,365.6600009,15,3,0.0188,1.6546,24.3773,121.8867,0.31
"762",1121594,1178,47,0,10,426500,72,128.2799988,4,1,0.0169,1.7817,32.07,128.28,0.3
"763",1121597,1178,47,0,15,54237,7,10.77999985,2,1,0.0129,1.54,5.39,10.78,0.2
"764",1121598,1178,47,0,15,506916,89,133.6999986,2,2,0.0176,1.5022,66.85,66.85,0.26
"765",1121599,1178,47,0,15,250960,42,64.87999952,2,0,0.0167,1.5448,32.44,64.87999952,0.26
"766",1121601,1178,47,0,16,2286228,353,603.380002,16,7,0.0154,1.7093,37.7113,86.1971,0.26
"767",1121602,1178,47,0,16,915451,125,220.559999,6,1,0.0137,1.7645,36.76,220.56,0.24
"768",1121603,1178,47,0,16,159478,20,33.89999998,3,1,0.0125,1.695,11.3,33.9,0.21
"769",1121605,1178,47,0,16,1228924,190,318.9700032,6,3,0.0155,1.6788,53.1617,106.3233,0.26
"770",1121606,1178,47,0,16,938283,134,248.6400001,7,2,0.0143,1.8555,35.52,124.32,0.26
"771",1121607,1178,47,0,18,154572,26,40.93000007,1,1,0.0168,1.5742,40.93,40.93,0.26
"772",1121609,1178,47,0,18,378171,70,109.2500008,1,0,0.0185,1.5607,109.25,109.2500008,0.29
"773",1121612,1178,47,0,18,468749,84,134.1199975,6,1,0.0179,1.5967,22.3533,134.12,0.29
"774",1121613,1178,47,0,19,309823,60,103.3899996,4,4,0.0194,1.7232,25.8475,25.8475,0.33
"775",1121615,1178,47,0,19,327227,65,116.5599996,5,0,0.0199,1.7932,23.312,116.5599996,0.36
"776",1121616,1178,47,0,19,334945,72,120.2999994,2,1,0.0215,1.6708,60.15,120.3,0.36
"777",1121617,1178,47,0,19,68859,15,25.45999968,1,0,0.0218,1.6973,25.46,25.45999968,0.37
"778",1121619,1178,47,0,20,127125,20,35.67999983,2,0,0.0157,1.784,17.84,35.67999983,0.28
"779",1121620,1178,47,0,20,415798,80,131.7800006,3,1,0.0192,1.6473,43.9267,131.78,0.32
"780",1121622,1178,47,0,20,107671,20,29.91000021,1,1,0.0186,1.4955,29.91,29.91,0.28
"781",1121623,1178,47,0,20,164356,28,46.7900002,2,1,0.017,1.6711,23.395,46.79,0.28
"782",1121624,1178,47,0,20,17662,2,3.189999938,1,0,0.0113,1.595,3.19,3.189999938,0.18
"783",1121627,1178,47,0,21,65339,10,16.67999983,2,0,0.0153,1.668,8.34,16.67999983,0.26
"784",1121628,1178,47,0,21,59838,7,11.11000013,1,0,0.0117,1.5871,11.11,11.11000013,0.19
"785",1121629,1178,47,0,21,381577,81,127.5699993,2,0,0.0212,1.5749,63.785,127.5699993,0.33
"786",1121635,1178,47,0,22,45491,8,11.00999999,1,0,0.0176,1.3762,11.01,11.00999999,0.24
"787",1121638,1178,47,0,23,18946,2,3.599999905,1,0,0.0106,1.8,3.6,3.599999905,0.19
"788",1121641,1178,47,0,23,114370,18,33.65999997,1,0,0.0157,1.87,33.66,33.65999997,0.29
"789",1121642,1178,47,0,23,99698,21,33.3499999,1,0,0.0211,1.5881,33.35,33.3499999,0.33
"790",1121644,1178,47,0,24,355165,81,128.6099997,4,3,0.0228,1.5878,32.1525,42.87,0.36
"791",1121650,1178,47,0,25,101431,23,33.93000031,1,1,0.0227,1.4752,33.93,33.93,0.33
"792",1121652,1178,47,0,25,123151,24,36.4400003,2,1,0.0195,1.5183,18.22,36.44,0.3
"793",1121660,1178,47,0,26,24078,4,5.769999981,1,0,0.0166,1.4425,5.77,5.769999981,0.24
"794",1121661,1178,47,0,27,517801,105,181.7200011,3,0,0.0203,1.7307,60.5733,181.7200011,0.35
"795",1121662,1178,47,0,27,145104,25,41.42000008,2,1,0.0172,1.6568,20.71,41.42,0.29
"796",1121664,1178,47,0,27,179950,35,58.67999971,1,0,0.0194,1.6766,58.68,58.67999971,0.33
"797",1121665,1178,47,0,27,258531,46,80.33999979,2,0,0.0178,1.7465,40.17,80.33999979,0.31
"798",1121666,1178,47,0,27,272500,62,104.4599996,3,0,0.0228,1.6848,34.82,104.4599996,0.38
"799",1121667,1178,47,0,28,273197,57,87.7300005,3,0,0.0209,1.5391,29.2433,87.7300005,0.32
"800",1121668,1178,47,0,28,775904,172,253.990002,4,2,0.0222,1.4767,63.4975,126.995,0.33
"801",1121669,1178,47,0,28,120251,26,39.44000006,1,0,0.0216,1.5169,39.44,39.44000006,0.33
"802",1121671,1178,47,0,28,139406,24,39.04999948,1,0,0.0172,1.6271,39.05,39.04999948,0.28
"803",1121672,1178,47,0,28,60314,11,16.93999958,2,1,0.0182,1.54,8.47,16.94,0.28
"804",1121673,1178,47,0,29,563074,86,142.7099985,4,2,0.0153,1.6594,35.6775,71.355,0.25
"805",1121674,1178,47,0,29,168655,18,27.29999983,2,0,0.0107,1.5167,13.65,27.29999983,0.16
"806",1121675,1178,47,0,29,111963,17,29.3799994,2,1,0.0152,1.7282,14.69,29.38,0.26
"807",1121676,1178,47,0,29,1026304,168,277.5799986,17,8,0.0164,1.6523,16.3282,34.6975,0.27
"808",1121677,1178,47,0,29,1391924,258,422.8400038,17,10,0.0185,1.6389,24.8729,42.284,0.3
"809",1121678,1178,47,0,29,147551,22,38.50000083,1,0,0.0149,1.75,38.5,38.50000083,0.26
"810",1121685,1178,47,0,31,66794,9,17.3299998,1,1,0.0135,1.9256,17.33,17.33,0.26
"811",1121687,1178,47,0,31,118882,19,32.30999994,2,1,0.016,1.7005,16.155,32.31,0.27
"812",1121689,1178,47,0,31,148010,24,41.96999943,1,0,0.0162,1.7487,41.97,41.96999943,0.28
"813",1121691,1178,47,0,32,932890,197,352.4499989,3,1,0.0211,1.7891,117.4833,352.45,0.38
"814",1121692,1178,47,0,32,718359,147,264.5899997,4,1,0.0205,1.7999,66.1475,264.59,0.37
"815",1121693,1178,47,0,32,433658,82,158.5999998,5,2,0.0189,1.9341,31.72,79.3,0.37
"816",1121695,1178,47,0,32,29455,3,4.769999981,1,0,0.0102,1.59,4.77,4.769999981,0.16
"817",1121701,1178,47,0,36,23973,3,4.820000052,1,1,0.0125,1.6067,4.82,4.82,0.2
"818",1121705,1178,47,0,63,126480,25,37.25999999,1,1,0.0198,1.4904,37.26,37.26,0.29
"819",1121706,1178,47,0,63,138959,28,39.5200007,1,0,0.0201,1.4114,39.52,39.5200007,0.28
"820",1121708,1178,47,0,63,68829,12,19.47999978,1,0,0.0174,1.6233,19.48,19.47999978,0.28
"821",1121711,1178,47,0,64,49916,10,16.38,1,1,0.02,1.638,16.38,16.38,0.33
"822",1121716,1178,47,0,65,76014,16,22.67000031,1,1,0.021,1.4169,22.67,22.67,0.3
"823",1121723,1178,47,0,2,50947,10,15.99000025,1,0,0.0196,1.599,15.99,15.99000025,0.31
"824",1121733,1178,47,0,66,55536,11,17.04999995,1,0,0.0198,1.55,17.05,17.04999995,0.31
"825",1121741,1178,32,1,10,318042,46,64.40999997,8,4,0.0145,1.4002,8.0512,16.1025,0.2
"826",1121742,1178,32,1,10,213016,30,44.21999955,8,2,0.0141,1.474,5.5275,22.11,0.21
"827",1121745,1178,32,1,15,182265,27,38.18000007,2,1,0.0148,1.4141,19.09,38.18,0.21
"828",1121746,1178,32,1,15,1117371,177,268.050002,26,5,0.0158,1.5144,10.3096,53.61,0.24
"829",1121749,1178,32,1,15,333345,52,77.59000027,5,1,0.0156,1.4921,15.518,77.59,0.23
"830",1121751,1178,32,1,16,275930,30,46.77999997,5,2,0.0109,1.5593,9.356,23.39,0.17
"831",1121753,1178,32,1,16,740631,101,153.1199975,9,1,0.0136,1.516,17.0133,153.12,0.21
"832",1121754,1178,32,1,16,328272,35,55.99000025,2,1,0.0107,1.5997,27.995,55.99,0.17
"833",1121755,1178,32,1,16,178455,20,31.5400002,6,3,0.0112,1.577,5.2567,10.5133,0.18
"834",1121756,1178,32,1,16,705712,98,147.339999,6,1,0.0139,1.5035,24.5567,147.34,0.21
"835",1121758,1178,32,1,18,690373,91,159.5700021,5,2,0.0132,1.7535,31.914,79.785,0.23
"836",1121759,1178,32,1,18,515812,69,117.6299995,3,1,0.0134,1.7048,39.21,117.63,0.23
"837",1121760,1178,32,1,18,764793,101,171.9799976,4,2,0.0132,1.7028,42.995,85.99,0.22
"838",1121763,1178,32,1,19,87832,11,18.10000038,1,1,0.0125,1.6455,18.1,18.1,0.21
"839",1121764,1178,32,1,19,23368,3,4.300000191,1,0,0.0128,1.4333,4.3,4.300000191,0.18
"840",1121765,1178,32,1,19,51509,7,11.57000005,1,0,0.0136,1.6529,11.57,11.57000005,0.22
"841",1121767,1178,32,1,19,87043,16,24.48000002,2,0,0.0184,1.53,12.24,24.48000002,0.28
"842",1121768,1178,32,1,19,565565,113,169.6699982,7,4,0.02,1.5015,24.2386,42.4175,0.3
"843",1121769,1178,32,1,20,253758,43,62.14000034,4,1,0.0169,1.4451,15.535,62.14,0.24
"844",1121773,1178,32,1,20,319131,51,76.68000025,6,1,0.016,1.5035,12.78,76.68,0.24
"845",1121774,1178,32,1,20,670608,130,195.1499978,11,3,0.0194,1.5012,17.7409,65.05,0.29
"846",1121775,1178,32,1,21,159123,25,38.36000013,5,3,0.0157,1.5344,7.672,12.7867,0.24
"847",1121776,1178,32,1,21,103709,15,24.56999969,3,1,0.0145,1.638,8.19,24.57,0.24
"848",1121779,1178,32,1,21,271589,45,74.41000032,9,3,0.0166,1.6536,8.2678,24.8033,0.27
"849",1121780,1178,32,1,21,119772,20,33.46999907,5,2,0.0167,1.6735,6.694,16.735,0.28
"850",1121782,1178,32,1,22,26340,3,4.220000029,1,1,0.0114,1.4067,4.22,4.22,0.16
"851",1121783,1178,32,1,22,594968,111,147.6700006,4,0,0.0187,1.3304,36.9175,147.6700006,0.25
"852",1121791,1178,32,1,23,6838,0,0,1,0,0,0,0,0,0
"853",1121793,1178,32,1,24,185665,39,62.14000058,1,0,0.021,1.5933,62.14,62.14000058,0.33
"854",1121795,1178,32,1,24,24959,3,4.560000062,1,1,0.012,1.52,4.56,4.56,0.18
"855",1121796,1178,32,1,24,136967,23,35.05999982,3,1,0.0168,1.5243,11.6867,35.06,0.26
"856",1121798,1178,32,1,24,107548,19,29.31000018,1,0,0.0177,1.5426,29.31,29.31000018,0.27
"857",1121803,1178,32,1,25,588617,119,169.9199973,2,0,0.0202,1.4279,84.96,169.9199973,0.29
"858",1121806,1178,32,1,26,190560,26,41.63,3,1,0.0136,1.6012,13.8767,41.63,0.22
"859",1121807,1178,32,1,26,373110,49,75.70000076,4,2,0.0131,1.5449,18.925,37.85,0.2
"860",1121812,1178,32,1,27,935646,170,256.4699982,19,6,0.0182,1.5086,13.4984,42.745,0.27
